gene,ensemblid,chr,pm_ld,age_stage4,age_stage7,age_stage4_num,age_stage7_num,age_stage7_mya,age_genetree_num,age_phylos_num,age_protein_num,gene_age_num,Gene length (bp),CDS Length,CDS/Transcript Length ratio,Transcript length (bp),Protein size (aa),Transcript count,GC content,Number of SNPs (Gene),Exon Counts,Intron Counts,Number of SNPs (Transcript),LOEUF,pLI,Missense/Synonymous ratio,Nonsense/Synonymous ratio,Mouse dS value,Chimp dS value,Gorilla dS value,pLI_class,LOEUF_class,dN/dS ratio mouse,dN/dS ratio Chimp,dN/dS ratio Gorilla,pm_pleio3,pm_pleio5,pm10,pm100,group_id,ifhsd2,pn_ld,pn_pleio3,pn_pleio5,pn10,pn100,cis_egene,cis_sgene,trans_egene,iftf,tf_sum,tau,ogee_connectivity,enhancer_n,po_pergene,essential_score,GES,GES_class,ifspecific,pn_ld_clumped_snps,pn_mean_maf,pn_median_maf,pm_ld_clumped_snps,pm_mean_maf,pm_median_maf,high_pn,high_pm,length_bin,snp_bin,ld_bin,maf_bin,Euteleostomi,Eutheria
PDZRN3,ENSG00000121440,3,5.74225073878376,Euteleostomi,Euteleostomi,1,1,429,1,2,4,810,6139,3201,0.752999294,4251,1066,12,41.51,50584,10,9,50584,0.683,0.618067538461539,1.836909871,0.015021459,0.8162,0.0206,0.0231,Intermediate,Tolerant,0.029037001,0.058252427,0.051948052,Low pleiotropy,1st,2,16,,Singletons,9.20312908210296,Intermediate pleiotropy,3rd,5,47,FALSE,FALSE,FALSE,FALSE,36,0.391961228,,66,42,-0.0619668450358004,0.0619668450358004,Non_essentialty,Non_specific,6,0.223039466666667,0.2180465,6,0.173158866666667,0.126447,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.152,0.243]",TRUE,FALSE
PDZRN4,ENSG00000165966,12,5.69378886589046,Euteleostomi,Euteleostomi,1,1,429,1,4,4,810,4723,2145,0.603205849,3556,714,5,36.37,79986,9,8,28246,0.694,0.116783333334165,2.560606061,0.055555556,0.7822,0.0222,0.0272,Intermediate,Tolerant,0.139478394,0.112612613,0.154411765,Low pleiotropy,1st,2,12,,Singletons,8.11404518763812,Intermediate pleiotropy,2nd,3,25,FALSE,FALSE,FALSE,FALSE,13,0.669360569,,20,27,0.0363386990430206,-0.0363386990430206,Non_essentialty,Non_specific,6,0.129337716666667,0.0828154,6,0.129337716666667,0.0828154,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.0795,0.152]",TRUE,FALSE
PEA15,ENSG00000162734,1,6.46655962132871,Euteleostomi,Euteleostomi,1,1,429,1,7,5,454,2806,456,0.169265033,2694,151,4,51.85,1994,6,5,1963,0.28275,0.9944075,1.14893617,,0.3116,0,0.0101,Intolerant,Intolerant,0.010269576,,0.564356436,Intermediate pleiotropy,4th,7,67,,Singletons,10.6905973156065,Intermediate pleiotropy,4th,8,72,FALSE,FALSE,TRUE,FALSE,2,0.232450673,2,13,9,0.0228170681681033,-0.0228170681681033,Non_essentialty,Non_specific,2,0.22217655,0.22217655,2,0.22266755,0.22266755,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
PEAK1,ENSG00000173517,15,7.1853090330074,Euteleostomi,Euteleostomi,1,1,429,1,,7,987,24184,5241,0.272727273,19217,1746,12,38.12,63310,7,6,63310,0.572142857142857,0.105775788571429,2.675233645,0.046728972,0.4443,0.0157,0.0116,Intermediate,Intolerant,0.166329057,0.140127389,0.103448276,High pleiotropy,5th,9,84,,Singletons,13.0656626064394,High pleiotropy,5th,9,90,TRUE,FALSE,FALSE,FALSE,12,0.437272789,,45,25,0.156035257798343,-0.156035257798343,Non_essentialty,Non_specific,1,0.240062,0.240062,1,0.351793,0.351793,TRUE,TRUE,"(7.81e+03,1.19e+05]","(1.93e+04,8.49e+05]","[1,2]","(0.152,0.243]",TRUE,FALSE
PEAR1,ENSG00000187800,1,7.63907606320752,Euteleostomi,Euteleostomi,1,1,429,1,,2,168,5530,3114,0.626559356,4970,1037,7,57.04,5606,24,23,5599,1.05333333333333,2.60972222222222e-09,2.182072829,0.114845938,0.6269,0.0049,0.0206,Tolerant,Tolerant,0.143723082,0.816326531,0.165048544,High pleiotropy,5th,9,89,,Singletons,9.37980949645649,Intermediate pleiotropy,3rd,6,51,TRUE,FALSE,TRUE,FALSE,13,0.3467432,,20,4,-0.289641333548775,0.289641333548775,Non_essentialty,Non_specific,2,0.14675535,0.14675535,2,0.24556565,0.24556565,FALSE,TRUE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PEBP1,ENSG00000089220,12,6.22648269749125,Euteleostomi,Euteleostomi,1,1,429,1,,2,886,1514,564,0.394129979,1431,187,2,48.71,2129,4,3,2129,1.124,0.0039754,1.952380952,0.111111111,0.7227,0,,Tolerant,Tolerant,0.126055071,,,Intermediate pleiotropy,3rd,6,55,,Singletons,9.49649764884889,Intermediate pleiotropy,3rd,6,53,TRUE,FALSE,TRUE,FALSE,10,0.234138163,66,7,4,-0.085196002080021,0.085196002080021,Non_essentialty,Non_specific,1,0.461349,0.461349,1,0.316277,0.316277,FALSE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
PEBP4,ENSG00000134020,8,6.44600564465458,Amniota,Mammalia,3,4,180,4,2,2,424,1335,684,0.759156493,901,227,3,48.51,61223,7,6,46358,1.4526,0.015783015322,2.38961039,0.168831169,1.5093,0.0363,0.0225,Tolerant,Tolerant,0.301994302,0.280991736,0.186666667,Intermediate pleiotropy,4th,7,66,,Singletons,10.9102427011984,Intermediate pleiotropy,4th,8,75,FALSE,FALSE,FALSE,FALSE,22,0.702770007,,44,7,-0.0120909924479382,0.0120909924479382,Non_essentialty,Non_specific,9,0.201539077777778,0.232538,5,0.24797882,0.258768,FALSE,FALSE,"[211,2.35e+03]","(1.93e+04,8.49e+05]","(3,61]","(0.152,0.243]",FALSE,FALSE
PECAM1,ENSG00000261371,17,6.60627745348727,Amniota,Mammalia,3,4,180,4,7,,544,7741,2217,0.32540731,6813,738,9,47.28,15994,16,15,12063,,,2.077669903,0.009708738,0.7934,0.0992,0.0187,,,0.306276783,0.381048387,0.352941176,Intermediate pleiotropy,4th,8,71,,Singletons,9.70446955264669,Intermediate pleiotropy,3rd,6,57,TRUE,TRUE,FALSE,FALSE,12,0.342711934,35,11,,-0.126422675829311,0.126422675829311,Non_essentialty,Non_specific,1,0.384975,0.384975,1,0.463741,0.463741,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.353,0.5]",FALSE,FALSE
PECR,ENSG00000115425,2,5.86482945460742,Euteleostomi,Euteleostomi,1,1,429,1,1,1,987,3196,912,0.488484199,1867,303,8,42.56,17378,8,7,9111,1.8415,0.022704509,2.239130435,0.119565217,0.6065,0.0033,0.0066,Tolerant,Tolerant,0.314591921,0.515151515,0.515151515,Intermediate pleiotropy,2nd,3,26,,Singletons,8.81477867872972,Intermediate pleiotropy,2nd,4,39,FALSE,FALSE,FALSE,FALSE,16,0.555844095,51,20,4,-0.0503269041477445,0.0503269041477445,Non_essentialty,Non_specific,1,0.191234,0.191234,1,0.191234,0.191234,FALSE,FALSE,"(2.35e+03,3.74e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.152,0.243]",TRUE,FALSE
PEF1,ENSG00000162517,1,6.91631869826159,Euteleostomi,Euteleostomi,1,1,429,1,,2,454,2223,855,0.529739777,1614,284,8,48.36,3007,5,4,2999,0.83425,0.0074216625,2.188888889,0.088888889,0.4762,0,0.0081,Tolerant,Tolerant,0.143637127,,0.419753086,Intermediate pleiotropy,4th,8,79,,Singletons,11.5687268025396,High pleiotropy,5th,9,81,TRUE,TRUE,FALSE,FALSE,8,0.193767729,25,33,23,-0.330480719549742,0.330480719549742,Non_essentialty,Non_specific,1,0.373795,0.373795,1,0.373795,0.373795,TRUE,FALSE,"[211,2.35e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
PEG10,ENSG00000242265,7,5.89070409566649,Amniota,Theria,3,5,160,5,2,,101,6689,978,0.147778785,6618,325,9,43.22,2880,2,1,2880,0.413461538461538,0.959500769230769,1.797979798,0.01010101,0.9795,,,Intolerant,Intolerant,0.225829505,,,Intermediate pleiotropy,2nd,3,28,,Singletons,8.44001916299632,Intermediate pleiotropy,2nd,4,32,TRUE,FALSE,TRUE,FALSE,6,0.655926128,,17,58,0.0753314502212538,-0.0753314502212538,Non_essentialty,Non_specific,1,0.1243,0.1243,1,0.1243,0.1243,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.0795,0.152]",FALSE,FALSE
PEG3,ENSG00000198300,19,5.69801631011434,Amniota,Theria,3,5,160,5,1,12,132,9769,4767,0.544551062,8754,1588,18,45.74,7149,10,9,7147,0.744272727272727,0.262277753840909,2.592760181,0.056561086,,,,Intermediate,Tolerant,,,,Low pleiotropy,1st,2,12,,Singletons,7.22128323350649,Low pleiotropy,1st,2,11,FALSE,FALSE,FALSE,TRUE,8,0.677129843,,13,24,0.0752906021499365,-0.0752906021499365,Non_essentialty,Non_specific,2,0.110074405,0.110074405,1,0.124246,0.124246,FALSE,FALSE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","[1,2]","(0.0795,0.152]",FALSE,FALSE
PELI1,ENSG00000197329,2,6.16538303866792,Euteleostomi,Euteleostomi,1,1,429,1,3,4,987,4091,1257,0.338266954,3716,418,4,36.89,9790,7,6,9790,0.5845,0.82996125,1.75862069,0.034482759,0.3535,0.0154,0,Intermediate,Intolerant,0.00311174,0.071428571,,Intermediate pleiotropy,3rd,6,51,,Singletons,8.91841731761747,Intermediate pleiotropy,3rd,5,41,TRUE,FALSE,TRUE,TRUE,10,0.252437298,13,29,28,0.0324537329686234,-0.0324537329686234,Non_essentialty,Non_specific,3,0.0839559,0.0479562,2,0.351115,0.351115,FALSE,FALSE,"(3.74e+03,5.4e+03]","(8.75e+03,1.93e+04]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
PELI2,ENSG00000139946,14,6.05839522249778,Tetrapoda,Tetrapoda,2,2,352,2,3,4,987,6240,1263,0.215125192,5871,420,3,39.92,38233,6,5,38029,1.021,0.003052899,1.62987013,0.025974026,0.7044,0.0102,0,Tolerant,Tolerant,0.032935832,0.117647059,,Intermediate pleiotropy,3rd,5,43,,Singletons,10.2615499649351,Intermediate pleiotropy,4th,7,66,TRUE,FALSE,TRUE,FALSE,20,0.35980692,10,53,50,-0.0429080860460832,0.0429080860460832,Non_essentialty,Non_specific,2,0.3969515,0.3969515,3,0.319808,0.351236,FALSE,FALSE,"(5.4e+03,7.81e+03]","(1.93e+04,8.49e+05]","[1,2]","(0.353,0.5]",FALSE,FALSE
PELI3,ENSG00000174516,11,7.06586094564884,Amniota,Theria,3,5,160,5,3,4,454,3926,1338,0.480776141,2783,445,9,56.57,2380,7,6,2261,0.802076923076923,0.0589514769230769,1.828947368,0.052631579,0.5503,0.0165,0.0251,Tolerant,Tolerant,0.028893331,0.121212121,0.079681275,High pleiotropy,5th,9,82,,Singletons,12.2463033438637,High pleiotropy,5th,9,86,TRUE,FALSE,TRUE,FALSE,4,0.268834318,10,7,20,-0.0755041385257044,0.0755041385257044,Non_essentialty,Non_specific,1,0.352468,0.352468,1,0.242267,0.242267,TRUE,TRUE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",FALSE,FALSE
PELO,ENSG00000152684,5,5.58542665108301,Euteleostomi,Euteleostomi,1,1,429,1,,1,1488,4371,1158,0.264927934,4371,385,2,38.89,3102,3,2,3102,1.008,3.5257e-05,2.351851852,0.046296296,0.6073,0.0065,0.0148,Tolerant,Tolerant,0.022229541,0.569230769,0.155405405,Low pleiotropy,1st,1,7,,Singletons,9.97422432466747,Intermediate pleiotropy,4th,7,61,TRUE,TRUE,TRUE,FALSE,7,0.206362052,22,13,18,-0.815288967738009,0.815288967738009,Non_essentialty,Non_specific,4,0.052330125,0.0540215,4,0.052370125,0.0540215,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
PELP1,ENSG00000141456,17,7.13812994642003,Euteleostomi,Euteleostomi,1,1,429,1,6,4,168,6577,3543,0.672040971,5272,1180,15,48.03,8263,17,16,8259,0.641111111111111,0.302125111111111,1.894144144,0.013513514,0.4701,0.0138,0.0108,Intermediate,Tolerant,0.142310147,0.152173913,0.12037037,High pleiotropy,5th,9,83,,Singletons,9.61103317719481,Intermediate pleiotropy,3rd,6,55,FALSE,FALSE,FALSE,TRUE,5,0.215410246,171,11,8,-0.99154647623988,0.99154647623988,Non_essentialty,Non_specific,1,0.295935,0.295935,1,0.240408,0.240408,FALSE,TRUE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
PEMT,ENSG00000133027,17,6.75825511151932,Euteleostomi,Euteleostomi,1,1,429,1,2,2,544,1720,699,0.665714286,1050,232,13,55.22,18018,8,7,18017,1.47738461538462,8.31483846153846e-06,1.9375,0.072916667,0.9542,0.0223,0.0228,Tolerant,Tolerant,0.14378537,0.408071749,0.236842105,Intermediate pleiotropy,4th,8,76,,Singletons,13.546777906462,High pleiotropy,5th,10,92,TRUE,FALSE,TRUE,FALSE,24,0.312260378,19,45,56,-0.0582101343870442,0.0582101343870442,Non_essentialty,Non_specific,2,0.1518961,0.1518961,3,0.1126657,0.0613202,TRUE,FALSE,"[211,2.35e+03]","(8.75e+03,1.93e+04]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PENK,ENSG00000181195,8,6.47250103460823,Euteleostomi,Euteleostomi,1,1,429,1,11,7,544,3392,804,0.642685851,1251,267,9,44.11,2363,4,3,1419,1.52766666666667,0.0180355350387833,2.734177215,0.17721519,0.7833,0.011,0.011,Tolerant,Tolerant,0.115919826,0.172727273,0.509090909,Intermediate pleiotropy,4th,7,67,,Singletons,9.54732371846023,Intermediate pleiotropy,3rd,6,54,FALSE,FALSE,FALSE,FALSE,15,0.724192601,328,11,37,0.0124485239899463,-0.0124485239899463,Non_essentialty,Non_specific,2,0.1290849,0.1290849,1,0.4706,0.4706,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PEPD,ENSG00000124299,19,8.11967791662553,Euteleostomi,Euteleostomi,1,1,429,1,1,1,4290,4581,1482,0.736946793,2011,493,15,53.9,29590,15,14,29590,1.18277777777778,4.06310446666667e-06,2.298342541,0.104972376,0.9351,0.0417,0.0316,Tolerant,Tolerant,0.060956047,0.220623501,0.056962025,High pleiotropy,5th,10,93,,Singletons,14.1174095104829,High pleiotropy,5th,10,94,TRUE,FALSE,TRUE,FALSE,39,0.237235828,,16,30,-0.0358448156265929,0.0358448156265929,Non_essentialty,Non_specific,3,0.142162333333333,0.0685241,3,0.142162333333333,0.0685241,TRUE,TRUE,"(3.74e+03,5.4e+03]","(1.93e+04,8.49e+05]","(2,3]","[0.00191,0.0795]",TRUE,FALSE
PER1,ENSG00000179094,17,7.13887089803787,Euteleostomi,Euteleostomi,1,1,429,1,6,7,454,7002,3873,0.828272027,4676,1290,19,58.98,4724,23,22,3855,0.977181818181818,0.0663538781819064,1.897485493,0.054158607,0.4513,0.0192,0.0249,Tolerant,Tolerant,0.09616663,0.057291667,0.100401606,High pleiotropy,5th,9,83,,Singletons,13.1561877753658,High pleiotropy,5th,10,91,FALSE,TRUE,FALSE,TRUE,72,0.171367635,27,19,2,0.0162877549858395,-0.0162877549858395,Non_essentialty,Non_specific,1,0.317047,0.317047,2,0.215427,0.215427,TRUE,TRUE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
PER2,ENSG00000132326,2,5.83074678208818,Tetrapoda,Tetrapoda,2,2,352,2,6,7,645,6872,3768,0.590595611,6380,1255,4,52.1,10921,23,22,10478,0.7936,0.0104906546128,2.085714286,0.038095238,0.7739,0.0121,0.0139,Tolerant,Tolerant,0.141620364,0.090909091,0.18705036,Intermediate pleiotropy,2nd,3,23,,Singletons,6.90432403089015,Low pleiotropy,1st,1,8,FALSE,FALSE,FALSE,TRUE,20,0.270824624,26,18,21,-0.159868116824364,0.159868116824364,Non_essentialty,Non_specific,4,0.0515111,0.05731405,3,0.0722728,0.0502998,FALSE,FALSE,"(5.4e+03,7.81e+03]","(8.75e+03,1.93e+04]","(3,61]","[0.00191,0.0795]",FALSE,FALSE
PER3,ENSG00000049246,1,6.83995840508681,Tetrapoda,Tetrapoda,2,2,352,2,1,7,454,8099,3633,0.575023742,6318,1210,9,40.53,13263,22,21,13220,1.02534375,0.000953656250000314,2.385786802,0.093908629,0.6976,0.0247,0.0718,Tolerant,Tolerant,0.364822248,0.688259109,0.433147632,Intermediate pleiotropy,4th,8,78,,Singletons,9.33928822931558,Intermediate pleiotropy,3rd,5,50,TRUE,FALSE,TRUE,TRUE,11,0.251717091,8,22,8,-0.111751892651104,0.111751892651104,Non_essentialty,Non_specific,3,0.200089,0.213114,2,0.3758375,0.3758375,FALSE,FALSE,"(7.81e+03,1.19e+05]","(8.75e+03,1.93e+04]","(2,3]","(0.152,0.243]",FALSE,FALSE
PERM1,ENSG00000187642,1,6.48540551251668,Amniota,Amniota,3,3,319,3,,9,332,3424,2373,0.710479042,3340,790,3,67.76,2156,3,2,1857,1.46185714285714,1.42721514285714e-16,1.954545455,0.075757576,0.7462,0.028,,Tolerant,Tolerant,0.506968641,0.857142857,,Intermediate pleiotropy,4th,7,68,,Singletons,11.3942107713974,Intermediate pleiotropy,4th,8,80,TRUE,FALSE,FALSE,FALSE,4,0.860917482,3,7,,-0.104505748590406,0.104505748590406,Non_essentialty,Specific,2,0.2185184,0.2185184,2,0.2185184,0.2185184,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.152,0.243]",FALSE,FALSE
PERP,ENSG00000112378,6,5.73710962359788,Tetrapoda,Tetrapoda,2,2,352,2,7,7,680,4198,582,0.138637446,4198,193,1,39.25,3607,3,2,3607,1.134,0.0170651333333333,2.254237288,0.050847458,0.8421,0.0443,0.0445,Tolerant,Tolerant,0.058187864,0.099322799,0.150561798,Low pleiotropy,1st,2,15,,Singletons,7.59756946997362,Low pleiotropy,1st,2,16,FALSE,FALSE,TRUE,FALSE,17,0.510655909,15,41,24,-0.132692499412705,0.132692499412705,Non_essentialty,Non_specific,3,0.250272,0.216576,3,0.121098466666667,0.12669,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","(2,3]","(0.152,0.243]",FALSE,FALSE
PES1,ENSG00000100029,22,5.98861433980634,Euteleostomi,Euteleostomi,1,1,429,1,2,2,645,4527,1350,0.489130435,2760,449,13,50.48,7706,17,16,7705,0.543538461538462,0.636636230769231,1.825806452,0.04516129,0.8162,0.0395,0.0221,Intermediate,Intolerant,0.06677285,0.073417722,0.162895928,Intermediate pleiotropy,2nd,4,37,,Singletons,9.14265425346559,Intermediate pleiotropy,3rd,5,46,TRUE,TRUE,FALSE,FALSE,10,0.143094014,184,23,56,-1.13638731845549,1.13638731845549,Essentialty,Non_specific,2,0.2322893,0.2322893,4,0.047867625,0.0352719,FALSE,FALSE,"(3.74e+03,5.4e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
PET100,ENSG00000229833,19,5.72806584396772,Amniota,Mammalia,3,4,180,4,,,101,2220,222,0.30876217,719,73,7,55.95,611,4,3,611,1.6135,0.00503045785,2.684210526,0.263157895,,,0,Tolerant,Tolerant,,,,Low pleiotropy,1st,2,15,,Singletons,9.25527384877018,Intermediate pleiotropy,3rd,5,48,TRUE,FALSE,FALSE,FALSE,,0.15977892,,8,30,-0.132448048159341,0.132448048159341,Non_essentialty,Non_specific,2,0.07576976,0.07576976,2,0.07493226,0.07493226,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","[0.00191,0.0795]",FALSE,FALSE
PET117,ENSG00000232838,20,5.90030290862833,Tetrapoda,Tetrapoda,2,2,352,2,,,93,1151,246,0.213727194,1151,81,1,45.15,1245,2,1,1245,1.821,0.021293,1.777777778,0.148148148,0.1998,0,0,Tolerant,Tolerant,0.374874875,,,Intermediate pleiotropy,2nd,3,29,,Singletons,8.86635965462667,Intermediate pleiotropy,2nd,4,40,TRUE,FALSE,FALSE,FALSE,,0.189220247,,1,16,-0.141450159994959,0.141450159994959,Non_essentialty,Non_specific,3,0.0450225,0.024775,3,0.0450225,0.024775,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","(2,3]","[0.00191,0.0795]",FALSE,FALSE
PEX1,ENSG00000127980,7,8.08941585440275,Euteleostomi,Euteleostomi,1,1,429,1,1,2,1488,7838,3852,0.881666285,4369,1283,10,37.11,8012,24,23,8010,0.766142857142857,1.98725006285714e-07,2.402515723,0.147798742,0.5145,,0.0157,Tolerant,Tolerant,0.206802721,,0.184713376,High pleiotropy,5th,10,93,,Singletons,10.5665082148824,Intermediate pleiotropy,4th,8,71,TRUE,FALSE,FALSE,FALSE,1,0.172275985,18,18,14,-0.26299959474628,0.26299959474628,Non_essentialty,Non_specific,3,0.137387133333333,0.154483,1,0.174291,0.174291,FALSE,TRUE,"(7.81e+03,1.19e+05]","(4.34e+03,8.75e+03]","(2,3]","(0.152,0.243]",TRUE,FALSE
PEX10,ENSG00000157911,1,6.02453371979795,Euteleostomi,Euteleostomi,1,1,429,1,2,2,1714,3789,1041,0.362591432,2871,346,9,61.52,2835,6,5,2485,1.371,0.0142848155913467,2.027586207,0.089655172,1.1309,0.0407,0.0219,Tolerant,Tolerant,0.09549916,0.157248157,0.351598174,Intermediate pleiotropy,2nd,4,40,,Singletons,9.75799733230129,Intermediate pleiotropy,3rd,6,58,FALSE,FALSE,FALSE,FALSE,8,0.290336666,63,4,29,-0.0896219341574327,0.0896219341574327,Non_essentialty,Non_specific,2,0.25899965,0.25899965,2,0.25899965,0.25899965,FALSE,FALSE,"(3.74e+03,5.4e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
PEX11A,ENSG00000166821,15,5.75125862093509,Euteleostomi,Euteleostomi,1,1,429,1,6,2,1488,3171,744,0.274741507,2708,247,5,43.93,2631,3,2,1904,1.50942857142857,0.0108350171428571,2.46875,0.203125,0.4621,0.0054,0.0141,Tolerant,Tolerant,0.285219649,0.333333333,0.141843972,Low pleiotropy,1st,2,16,,Singletons,6.80626376166144,Low pleiotropy,1st,1,7,TRUE,FALSE,FALSE,FALSE,4,0.313474487,19,8,7,0.0452332122136096,-0.0452332122136096,Non_essentialty,Non_specific,2,0.0926555,0.0926555,2,0.3915435,0.3915435,FALSE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.0795,0.152]",TRUE,FALSE
PEX11B,ENSG00000131779,1,6.03983515967618,Euteleostomi,Euteleostomi,1,1,429,1,3,4,1488,1718,738,0.452205882,1632,245,3,45.25,1232,4,3,1191,1.0702,0.039502316,2.390243902,0.073170732,0.3106,0,0.0077,Tolerant,Tolerant,0.126851256,,0.25974026,Intermediate pleiotropy,3rd,5,42,,Singletons,9.94478297952866,Intermediate pleiotropy,4th,7,61,FALSE,FALSE,FALSE,FALSE,2,0.119471315,1,10,1,-0.296753107580152,0.296753107580152,Non_essentialty,Non_specific,1,0.367881,0.367881,1,0.484229,0.484229,FALSE,FALSE,"[211,2.35e+03]","[1,1.92e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
PEX11G,ENSG00000104883,19,6.11850034828098,Euteleostomi,Euteleostomi,1,1,429,1,6,4,987,1482,516,0.383643123,1345,171,4,53.44,4610,7,6,4609,1.55776923076923,5.39440698769231e-05,2.235294118,0.073529412,1.2278,0.0403,0.0542,Tolerant,Tolerant,0.10604333,0.312655087,0.099630996,Intermediate pleiotropy,3rd,5,48,,Singletons,8.53719405016221,Intermediate pleiotropy,2nd,4,34,TRUE,TRUE,FALSE,FALSE,7,0.57842392,2,25,7,0.0555157721745411,-0.0555157721745411,Non_essentialty,Non_specific,2,0.4209185,0.4209185,2,0.391051,0.391051,FALSE,FALSE,"[211,2.35e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
PEX12,ENSG00000108733,17,14.5396687722895,Euteleostomi,Euteleostomi,1,1,429,1,2,2,1488,2861,1080,0.402684564,2682,359,4,42.42,959,3,2,898,1.24333333333333,1.96916006666667e-07,2.234042553,0.255319149,0.3957,0.0045,0.0035,Tolerant,Tolerant,0.163254991,0.777777778,0.371428571,High pleiotropy,5th,10,100,,Singletons,9.60162073806409,Intermediate pleiotropy,3rd,6,55,FALSE,FALSE,FALSE,FALSE,2,0.314147839,63,6,3,-0.0299149970323163,0.0299149970323163,Non_essentialty,Non_specific,1,0.173555,0.173555,1,0.173555,0.173555,FALSE,TRUE,"(2.35e+03,3.74e+03]","[1,1.92e+03]","[1,2]","(0.152,0.243]",TRUE,FALSE
PEX13,ENSG00000162928,2,6.51515695117363,Euteleostomi,Euteleostomi,1,1,429,1,3,2,645,5910,1212,0.271019678,4472,403,5,39.79,8029,4,3,7884,1.5986,0.012723815136,2.619047619,0.161904762,0.3829,0,0.0179,Tolerant,Tolerant,0.118568817,,0.122905028,Intermediate pleiotropy,4th,7,69,,Singletons,10.8928026798386,Intermediate pleiotropy,4th,8,75,FALSE,FALSE,FALSE,FALSE,9,0.199528201,65,8,4,-0.145870872010841,0.145870872010841,Non_essentialty,Non_specific,2,0.4215675,0.4215675,2,0.4218475,0.4218475,FALSE,FALSE,"(5.4e+03,7.81e+03]","(4.34e+03,8.75e+03]","[1,2]","(0.353,0.5]",TRUE,FALSE
PEX14,ENSG00000142655,1,6.51563526247148,Euteleostomi,Euteleostomi,1,1,429,1,,3,680,2932,1134,0.590010406,1922,377,4,45.03,31220,9,8,30681,0.515222222222222,0.866277666666667,1.695652174,0.050724638,0.5271,0,0.0247,Intermediate,Intolerant,0.075886928,,0.048582996,Intermediate pleiotropy,4th,7,69,,Singletons,12.259062507902,High pleiotropy,5th,9,86,TRUE,FALSE,FALSE,TRUE,35,0.301742967,63,31,10,-0.0808987937538286,0.0808987937538286,Non_essentialty,Non_specific,4,0.0621692175,0.0560696,5,0.085640196,0.054864,TRUE,FALSE,"(2.35e+03,3.74e+03]","(1.93e+04,8.49e+05]","(3,61]","[0.00191,0.0795]",TRUE,FALSE
PEX16,ENSG00000121680,11,6.81283129512163,Euteleostomi,Euteleostomi,1,1,429,1,3,2,1488,3019,1011,0.606115108,1668,336,11,58.01,2303,11,10,2093,1.07328571428571,1.03228545714286e-07,1.804511278,0.097744361,0.732,0.059,0.0153,Tolerant,Tolerant,0.117486339,0.644067797,0.529411765,Intermediate pleiotropy,4th,8,77,,Singletons,12.8241436790064,High pleiotropy,5th,9,89,FALSE,TRUE,FALSE,FALSE,8,0.165008711,7,7,9,-0.0683235353573808,0.0683235353573808,Non_essentialty,Non_specific,1,0.293999,0.293999,1,0.293999,0.293999,TRUE,FALSE,"(2.35e+03,3.74e+03]","(1.92e+03,4.34e+03]","[1,2]","(0.243,0.353]",TRUE,FALSE
